RB,Naziv portfelja,Dionice,"Portfelj
kreiran",Prinos,"Prinos
bez div.","Prinos iznad 
OTP
indeksnog fonda",Opaska
141.,domagoj_5,"(1) RIVP-R-A,DDJH-R-A,LRH-R-A,PLAG-R-A,ARNT-R-A",05.01. 10:49,34.42%,"33,87%","12,16%",
142.,seneka11,"(0) RIVP-R-A,ADRS-P-A,ADPL-R-A,RIZO-R-A",20.01. 11:03,34.33%,"29,39%","7,81%",
143.,gklemenc,"(4) VIRO-R-A,ADRS-R-A,LEDO-R-A",11.01. 16:58,34.32%,"30,41%","10,79%",
144.,rmaric,"(4) ARNT-R-A,RIVP-R-A,MAIS-R-A,HIMR-R-A",04.01. 08:26,34.27%,"33,34%","12,67%",
145.,kasper,"(0) RIZO-R-A,RIVP-R-A,ARNT-R-A,DDJH-R-A,ADPL-R-A,SUNH-R-A",25.01. 19:17,34.23%,"31,67%","8,22%",
146.,spome,"(0) ADRS-R-A,PODR-R-A,RIVP-R-A",22.01. 20:14,34.16%,"31,52%","8,00%",
147.,koom1,"(4) OPTE-R-A,RIVP-R-A,HIMR-R-A,ZABA-R-A",13.01. 21:34,34.08%,"28,64%","8,81%",
148.,ma25tic,"(2) RIVP-R-A,ADPL-R-A,PODR-R-A,LEDO-R-A",25.01. 16:16,34.04%,"28,87%","8,03%",
149.,mkpg,"(2) HMST-R-A,LKPC-R-A,HUPZ-R-A,MDKA-R-A",25.01. 19:02,33.90%,"31,21%","7,88%",
150.,Mlisic,"(0) RIVP-R-A,MAIS-R-A,ADRS-R-A",25.01. 22:03,33.87%,"31,96%","7,86%",
151.,kama3,"(0) DDJH-R-A,RIVP-R-A,RIZO-R-A,HIMR-R-A",13.01. 18:33,33.74%,"32,95%","8,47%",
152.,plavi01,"(2) HT-R-A,RIVP-R-A,HUPZ-R-A,ADRS-P-A,HPB-R-A,ADRS-R-A",12.01. 08:52,33.69%,"30,83%","10,46%",imam hupz-r-a ali ne mogu je upisati
153.,tompa,"(1) RIVP-R-A,ZABA-R-A,HT-R-A,ADPL-R-A,ERNT-R-A,ADRS-P-A",08.01. 12:41,33.45%,"28,08%","10,26%",
154.,pero vec postoji,"(3) JNAF-R-A,ZB-R-A,OPTE-R-A",19.01. 15:27,33.45%,"28,22%","6,51%",pero
155.,istriano,"(6) OPTE-R-A,ADPL-R-A,ATPL-R-A,INGR-R-A,RIVP-R-A,ATLN-R-A",05.01. 10:55,33.35%,"27,05%","11,09%",
156.,ms24,"(0) ADRS-R-A,DDJH-R-A,RIVP-R-A,ATGR-R-A,ERNT-R-A",19.01. 23:26,33.18%,"29,67%","6,24%",
157.,Pengula,"(2) SUNH-R-A,ADRS-P-A,MAIS-R-A,RIVP-R-A",25.01. 22:16,32.64%,"27,17%","6,62%",
158.,nexe,"(1) RIVP-R-A,ADRS-R-A,ERNT-R-A,HT-R-A,KRAS-R-A",15.01. 23:40,32.63%,"28,50%","5,05%",
159.,Daver1964,"(1) DDJH-R-A,OPTE-R-A,ADRS-P-A,ERNT-R-A,VDKT-R-A,PVCM-R-A",25.01. 20:24,32.53%,"29,86%","6,52%",
160.,ivan76,"(0) RIVP-R-A,RIZO-R-A,ARNT-R-A,DDJH-R-A",23.01. 16:07,32.14%,"31,49%","5,98%",
161.,Beks,"(0) RIVP-R-A,MAIS-R-A,ADRS-P-A",08.01. 00:35,31.95%,"29,74%","8,76%",
162.,Pagma,"(2) DDJH-R-A,HT-R-A,ADRS-P-A",25.01. 11:10,31.88%,"30,41%","5,87%",
163.,77loza,"(0) ADPL-R-A,ATGR-R-A,ZABA-R-A,INA-R-A",23.01. 23:55,31.70%,"28,09%","5,54%",
164.,diana0909,"(0) PODR-R-A,ADPL-R-A,KRAS-R-A,SUNH-R-A,HUPZ-R-A",18.01. 18:41,31.64%,"28,50%","5,19%",
165.,luzeri,"(4) DLKV-R-A,OPTE-R-A,INGR-R-A",03.01. 21:51,31.46%,"29,02%","9,84%",
166.,ivana7777,"(0) ADRS-R-A,HT-R-A,ADRS-P-A",18.01. 12:07,31.20%,"27,24%","4,75%",
167.,moto gp,"(0) PODR-R-A,SUNH-R-A,RIVP-R-A",25.01. 11:17,31.16%,"29,54%","5,14%",
168.,nala,"(2) ADPL-R-A,HT-R-A,LKPC-R-A",09.01. 21:15,31.06%,"29,96%","7,86%",
169.,excrucio,"(1) INA-R-A,ATGR-R-A,DDJH-R-A,LEDO-R-A,RIVP-R-A",15.01. 20:18,31.06%,"29,18%","3,48%",
170.,upad,"(0) DLKV-R-A,ADPL-R-A,ADRS-P-A,VDKT-R-A",23.01. 15:25,31.05%,"26,77%","4,89%",
171.,urar,"(0) ADRS-P-A,RIVP-R-A,PODR-R-A,ATGR-R-A",25.01. 20:44,31.00%,"28,29%","4,99%",početnik
172.,daza,"(0) MAIS-R-A,ADRS-P-A,RIVP-R-A,SUNH-R-A",21.01. 22:23,30.99%,"29,26%","5,37%",
173.,FredPerry,"(0) PRFC-R-A,ADRS-P-A,SUNH-R-A",11.01. 15:01,30.85%,"29,46%","7,31%",
174.,sukus,"(0) ADRS-P-A,ATGR-R-A,RIVP-R-A",13.01. 13:47,30.82%,"28,01%","5,55%",
175.,đurđa93,"(3) RIVP-R-A,ADPL-R-A,VDKT-R-A,DDJH-R-A,PRFC-R-A,ADRS-R-A",18.01. 15:07,30.81%,"27,61%","4,36%",
176.,Dunja1,"(0) MAIS-R-A,LEDO-R-A,ARNT-R-A",18.01. 23:21,30.56%,"28,97%","4,11%",
177.,suomifan,"(4) INA-R-A,JNAF-R-A,LPLH-R-A,HT-R-A,ARNT-R-A,PLAG-R-A",25.01. 12:49,30.46%,"28,07%","4,45%",
178.,if555,"(1) RIVP-R-A,ATGR-R-A,ADRS-P-A,DDJH-R-A",21.01. 01:07,30.45%,"28,29%","4,83%",
179.,lana_dj66,"(0) ZABA-R-A,KRAS-R-A,PLAG-R-A,ADRS-R-A,ERNT-R-A,DDJH-R-A",24.01. 10:56,30.39%,"28,19%","4,22%",
180.,cezar,"(0) ADRS-R-A,SUNH-R-A,HIMR-R-A,ERNT-R-A,DLKV-R-A",22.01. 18:56,30.22%,"27,46%","4,05%",
181.,NaitsabesBI,"(2) RIVP-R-A,ADRS-P-A,SAPN-R-A,DDJH-R-A",04.01. 09:50,30.17%,"27,66%","8,58%",
182.,Ivoo,"(3) ADRS-R-A,ERNT-R-A,PODR-R-A",16.01. 01:19,30.10%,"23,71%","2,52%",
183.,dh07,"(0) PODR-R-A,ADRS-P-A,HT-R-A,RIVP-R-A",12.01. 19:25,30.09%,"26,83%","6,85%",
184.,Libertas,"(6) DLKV-R-A,ATPL-R-A,ADPL-R-A,INA-R-A,PVCM-R-A,MAIS-R-A",16.01. 20:02,29.95%,"26,58%","2,37%",
