RB,Naziv portfelja,Dionice,"Portfelj
kreiran",Prinos,"Prinos
bez div.","Prinos iznad 
OTP
indeksnog fonda",Opaska
35.,Zoran13,"(0) OPTE-R-A,ADRS-R-A,ADPL-R-A,HT-R-A,ATPL-R-A,ATGR-R-A",24.01. 23:21,16.19%,"13,89%","26,63%","Ride, si sapis!"
36.,MiaIII,"(0) VDKT-R-A,ADPL-R-A,ATPL-R-A,IGH-R-A",02.01. 15:19,15.92%,"14,39%","24,03%",
37.,bik koji sjedi,"(0) DLKV-R-A,PVCM-R-A,RIVP-R-A,ATPL-R-A,PRFC-R-A",23.01. 15:58,15.70%,"15,29%","26,40%",
38.,asmolcic,"(0) HT-R-A,ERNT-R-A,ADRS-P-A,ADPL-R-A,PODR-R-A,ATPL-R-A",24.01. 15:20,15.39%,"11,70%","25,82%",*dobitna*
39.,no name,"(0) ATPL-R-A,THNK-R-A,DLKV-R-A",23.01. 12:18,14.90%,"14,90%","25,60%",
40.,demagog,"(1) OPTE-R-A,PODR-R-A,ATPL-R-A,INGR-R-A,PLAG-R-A,IGH-R-A",10.01. 14:00,14.70%,"14,33%","24,79%",
41.,hondaswt,"(0) BLJE-R-A,ERNT-R-A,RIVP-R-A,ATPL-R-A,OPTE-R-A",02.01. 22:48,14.62%,"12,65%","22,73%",
42.,Ivan1902,"(0) HUPZ-R-A,ADRS-P-A,ADPL-R-A",03.01. 10:19,14.58%,"11,12%","22,59%",
43.,cezar,"(0) PBZ-R-A,ZABA-R-A,RIVP-R-A,LRHC-R-A",13.01. 13:42,13.96%,"10,36%","23,87%",
44.,rmaric,"(3) LRHC-R-A,RIVP-R-A,MAIS-R-A,LRH-R-A,ARNT-R-A",04.01. 08:20,13.69%,"13,14%","21,97%",
45.,ledeni,"(0) HT-R-A,DLKV-R-A,RIVP-R-A",25.01. 15:02,13.31%,"11,47%","24,64%",
46.,jelen001,"(0) PVCM-R-A,PODR-R-A,ATPL-R-A,BD62-R-A",06.01. 19:14,13.04%,"12,59%","21,46%",
47.,trigger,"(4) HPB-R-A,ADPL-R-A,RIVP-R-A,DDJH-R-A,ATPL-R-A",24.01. 12:43,12.73%,"10,86%","23,16%",
48.,Argonaut,"(1) ATPL-R-A,BLJE-R-A,DLKV-R-A",23.01. 18:10,12.40%,"12,40%","23,10%",
49.,zlatkoma,"(0) ADPL-R-A,ADRS-P-A,RIVP-R-A",10.01. 16:29,12.06%,"8,13%","22,15%",
50.,peko123,"(0) LRHC-R-A,JDOS-R-A,DLKV-R-A",25.01. 08:55,11.28%,"11,28%","22,61%",
51.,emanuelatp,"(1) ARNT-R-A,DDJH-R-A,RIVP-R-A,INGR-R-A,DLKV-R-A,ATPL-R-A",25.01. 11:32,11.21%,"10,81%","22,54%",
52.,Damjan,"(0) DDJH-R-A,ATPL-R-A,ARNT-R-A,RIVP-R-A",24.01. 18:33,10.97%,"10,46%","21,41%",
53.,Mungos,"(0) OPTE-R-A,BLJE-R-A,ATPL-R-A",11.01. 10:41,10.73%,"10,73%","20,57%",
54.,0062,"(0) DLKV-R-A,RIVP-R-A,ZABA-R-A,HT-R-A",25.01. 18:09,10.55%,"6,91%","21,88%",
55.,Z59,"(1) ATPL-R-A,RIVP-R-A,ATGR-R-A",25.01. 22:51,10.01%,"9,01%","21,33%",
56.,marrashi,"(0) ARNT-R-A,ADPL-R-A,RIVP-R-A",16.01. 15:40,9.76%,"7,04%","19,96%",v1.0
57.,oldhouse,"(0) RIVP-R-A,ARNT-R-A,ADPL-R-A",25.01. 08:18,9.75%,"7,06%","21,08%",
58.,Dome,"(0) ADPL-R-A,ARNT-R-A,RIVP-R-A",25.01. 15:10,9.75%,"7,06%","21,08%",
59.,nkotur,"(0) ADPL-R-A,RIVP-R-A,ARNT-R-A",25.01. 15:20,9.75%,"7,06%","21,08%",
60.,robilad,"(0) ATPL-R-A,DDJH-R-A,INA-R-A,BD62-R-A",04.01. 08:47,9.73%,"9,60%","18,00%",Naponon porast brodara i industrije uopće
61.,pčelica,"(5) KRAS-R-A,ARNT-R-A,DLKV-R-A,RIVP-R-A,LRHC-R-A,BLJE-R-A",23.01. 14:26,9.59%,"8,05%","20,29%",
62.,stellak,"(2) RIVP-R-A,ERNT-R-A,MDKA-R-A",10.01. 14:59,9.26%,"-0,77%","19,35%",bit će bolje ...
63.,shank,"(0) ZABA-R-A,ERNT-R-A,ADPL-R-A,DLKV-R-A,HT-R-A,PBZ-R-A",25.01. 09:22,9.24%,"4,42%","20,57%",
64.,sadas,"(0) ADRS-P-A,HT-R-A,ADPL-R-A,ATGR-R-A,RIVP-R-A",06.01. 19:42,9.22%,"5,80%","17,63%",
65.,Rubens,"(0) ADPL-R-A,ARNT-R-A,PVCM-R-A,MAIS-R-A,GAMA-R-A,RIVP-R-A",03.01. 14:11,8.69%,"7,30%","16,70%",
66.,milac,"(0) PVCM-R-A,LRHC-R-A,RIVP-R-A,MDKA-R-A",25.01. 16:26,8.29%,"4,90%","19,62%",
67.,gklemenc,"(3) PLAG-R-A,LRH-R-A,ADRS-R-A,ARNT-R-A,DLKV-R-A",09.01. 18:53,8.05%,"7,00%","17,37%",
68.,mkpg,"(0) LKPC-R-A,HUPZ-R-A,HMST-R-A",23.01. 17:42,7.95%,"7,76%","18,65%",
69.,dolar,"(2) DDJH-R-A,ATPL-R-A,RIVP-R-A,LRHC-R-A",02.01. 09:38,7.88%,"7,52%","15,99%",
70.,hassan,"(0) HT-R-A,TUHO-R-A,MDKA-R-A,RIVP-R-A,LRHC-R-A,KOTR-P-A",25.01. 10:25,7.70%,"4,09%","19,02%",
71.,gpezelj,"(0) ADRS-P-A,ADPL-R-A,OPTE-R-A,RIVP-R-A",24.01. 22:51,7.34%,"4,41%","17,77%",
72.,vvfn,"(0) RIVP-R-A,ARNT-R-A,PLAG-R-A",13.01. 12:57,7.23%,"6,55%","17,14%",
73.,tompa,"(1) ZABA-R-A,HT-R-A,OPTE-R-A,RIVP-R-A,DLKV-R-A,ADPL-R-A",16.01. 13:16,7.11%,"3,53%","17,32%",
74.,graditelj,"(0) OPTE-R-A,ATPL-R-A,VDKT-R-A",09.01. 00:00,7.11%,"7,11%","16,43%",
75.,Laki34,"(0) IGH-R-A,HT-R-A,RIVP-R-A,ADPL-R-A,INGR-R-A,DLKV-R-A",23.01. 17:28,6.79%,"4,86%","17,49%",
76.,peropopara,"(2) KOEI-R-A,KRAS-R-A,DLKV-R-A",23.01. 12:39,6.62%,"5,39%","17,32%",
77.,Ivan_777,"(0) INA-R-A,OPTE-R-A,ADRS-P-A,RIVP-R-A",03.01. 17:29,6.61%,"5,01%","14,62%",
78.,mariabrankica,"(1) ARNT-R-A,INGR-R-A,RIVP-R-A,ADRS-P-A,INA-R-A,HMST-R-A",07.01. 11:48,6.58%,"5,34%","15,00%",
79.,mirko.m,"(0) ADRS-P-A,PLAG-R-A,RIVP-R-A",25.01. 14:00,6.52%,"4,64%","17,85%",
80.,gricko,"(1) RIVP-R-A,LKPC-R-A,ADRS-R-A,ULPL-R-A,ATPL-R-A,LKRI-R-A",24.01. 18:09,6.19%,"5,34%","16,62%",
81.,darac11,"(0) RIVP-R-A,ADRS-P-A,ATGR-R-A",02.01. 12:18,6.17%,"3,68%","14,27%",
82.,Samo lagano,"(0) ERNT-R-A,ADPL-R-A,AUHR-R-A,LRH-R-A",04.01. 20:18,5.79%,"1,73%","14,06%",
83.,aandro,"(0) RIVP-R-A,ADPL-R-A,ADRS-P-A,ERNT-R-A,INA-R-A,OPTE-R-A",25.01. 23:21,5.55%,"2,32%","16,88%",
84.,dnovak,"(0) ADPL-R-A,MDKA-R-A,ERNT-R-A,HT-R-A",16.01. 15:38,5.48%,"-1,52%","15,69%",
85.,Turkovic,"(0) OPTE-R-A,HMST-R-A,MAIS-R-A",25.01. 13:57,5.40%,"5,40%","16,73%",PANTA REI
86.,blueshadow,"(2) THNK-R-A,JMNC-R-A,MDKA-R-A",02.01. 18:46,5.31%,"-0,61%","13,42%",
87.,cbw0807,"(0) ADPL-R-A,PODR-R-A,RIVP-R-A,ADRS-P-A",02.01. 15:52,5.04%,"1,58%","13,15%",
88.,tomackt,"(0) INGR-R-A,OPTE-R-A,DLKV-R-A",24.01. 09:08,4.98%,"4,98%","15,41%",
89.,urdhak,"(1) ADRS-P-A,DLKV-R-A,RIVP-R-A,ADPL-R-A,ZABA-R-A,HT-R-A",25.01. 14:21,4.89%,"0,77%","16,22%",
90.,Korime,"(4) RIVP-R-A,OPTE-R-A,ZB-R-A",02.01. 12:31,4.40%,"-0,53%","12,51%",
91.,NaitsabesBI,"(0) RIVP-R-A,ARNT-R-A,ADRS-P-A",02.01. 11:38,4.30%,"2,33%","12,41%",
92.,pacodel,"(0) ARNT-R-A,RIVP-R-A,ADRS-P-A",02.01. 13:30,4.30%,"2,33%","12,41%",
93.,vrijednohr,"(0) ARNT-R-A,MAIS-R-A,LRH-R-A,PBZ-R-A,RIVP-R-A,ZABA-R-A",25.01. 15:04,4.19%,"1,81%","15,52%",
94.,Pengula,"(0) MAIS-R-A,ARNT-R-A,RIVP-R-A",25.01. 10:42,4.15%,"3,46%","15,47%",
95.,robertb,"(0) ARNT-R-A,MAIS-R-A,RIVP-R-A",25.01. 21:04,4.15%,"3,46%","15,47%",
96.,dh07,"(0) ADRS-P-A,HT-R-A,AUHR-R-A,PBZ-R-A,ADPL-R-A,RIVP-R-A",04.01. 08:19,4.10%,"0,51%","12,37%",
97.,lepi 2,"(0) KOTR-P-A,LRH-R-A,ZABA-R-A,GAMA-R-A,SNHA-R-A",04.01. 15:32,4.04%,"1,45%","12,31%",
98.,vidra74,"(1) HT-R-A,ERNT-R-A,TUHO-R-A,ADRS-R-A",03.01. 08:52,3.74%,"-0,68%","11,75%",
99.,WardenCommander,"(0) ADPL-R-A,PODR-R-A,DLKV-R-A,ADRS-R-A",24.01. 11:24,3.68%,"0,99%","14,11%",
100.,tinkica,"(0) ADRS-R-A,ADRS-P-A,ADPL-R-A",02.01. 18:30,3.61%,"-0,63%","11,72%",
101.,xyzz,"(0) MDKA-R-A,HT-R-A,KOTR-P-A,OPTE-R-A,ADRS-P-A,ADPL-R-A",02.01. 22:21,3.48%,"-1,27%","11,59%",
102.,kama3,"(0) ARNT-R-A,ADPL-R-A,RIVP-R-A,KRAS-R-A,PODR-R-A,LRHC-R-A",11.01. 11:35,3.47%,"1,56%","13,32%",
103.,bigblu,"(0) HT-R-A,MAIS-R-A,LKRI-R-A",13.01. 07:14,3.31%,"2,16%","13,22%",
104.,AMATER1,"(6) ATGR-R-A,INA-R-A,DLKV-R-A,ERNT-R-A,ADPL-R-A",25.01. 11:01,3.30%,"0,87%","14,63%",
105.,bambooch,"(0) ADPL-R-A,TUHO-R-A,RIVP-R-A,ARNT-R-A,ERNT-R-A,ADRS-R-A",25.01. 17:34,3.09%,"-0,08%","14,42%",
106.,POTUS,"(0) INGR-R-A,ADRS-P-A,DLKV-R-A,OPTE-R-A",25.01. 15:35,2.78%,"1,88%","14,11%",
107.,goo,"(1) MDKA-R-A,DLKV-R-A,KOEI-R-A,ADPL-R-A",02.01. 11:15,2.68%,"-2,12%","10,79%",
108.,sused,"(0) RIVP-R-A,ADRS-R-A,ADPL-R-A,KRAS-R-A,ERNT-R-A,HT-R-A",24.01. 19:52,2.39%,"-1,46%","12,83%",
109.,ovchica,"(0) RIVP-R-A,ADRS-P-A,SLRS-R-A,ERNT-R-A",03.01. 20:04,2.39%,"-0,98%","10,40%",
110.,chippo,"(0) RIVP-R-A,DDJH-R-A,ADPL-R-A,DLKV-R-A",23.01. 15:00,2.13%,"0,09%","12,83%",
111.,oknar,"(11) ATPL-R-A,THNK-R-A,BLJE-R-A",02.01. 11:07,2.08%,"2,08%","10,19%",
112.,damirnixa,"(0) INA-R-A,RIVP-R-A,INGR-R-A",24.01. 10:50,1.78%,"0,94%","12,21%",
113.,nadabranko1,"(0) RIVP-R-A,ADRS-P-A,ARNT-R-A",06.01. 15:26,1.69%,"-0,26%","10,11%",Sretno !
114.,zeljkom,"(0) MDKA-R-A,TUHO-R-A,JDGT-R-A",25.01. 14:02,1.48%,"-4,63%","12,80%",
115.,Bocvana,"(1) RIVP-R-A,ARNT-R-A,ADRS-P-A,ADPL-R-A,INGR-R-A,MDKA-R-A",04.01. 20:41,1.43%,"-2,60%","9,70%",
116.,vranjes.ddj,"(0) RIVP-R-A,INGR-R-A,OPTE-R-A",25.01. 11:24,1.36%,"0,68%","12,69%",
117.,skirigjija,"(0) INGR-R-A,PVCM-R-A,OPTE-R-A,HMST-R-A,ADPL-R-A,ADRS-P-A",25.01. 12:59,1.33%,"-0,28%","12,66%",
118.,pbenazic,"(0) DDJH-R-A,RIVP-R-A,HT-R-A,ARNT-R-A,DLKV-R-A,ADPL-R-A",11.01. 10:00,1.26%,"-0,67%","11,11%",
119.,SSS RADNIK,"(0) MDKA-R-A,DLKV-R-A,RIVP-R-A,PODR-R-A,TUHO-R-A,HT-R-A",25.01. 11:29,1.26%,"-2,03%","12,59%",
120.,katana1,"(4) PVCM-R-A,ADPL-R-A,ARNT-R-A,HT-R-A,ERNT-R-A,RIVP-R-A",25.01. 13:40,1.14%,"-2,27%","12,47%",
121.,zelena123,"(0) RIVP-R-A,ERNT-R-A,ZABA-R-A,ADRS-R-A",25.01. 18:50,1.12%,"-4,16%","12,45%",
122.,josip xy,"(0) KOEI-R-A,ADPL-R-A,JDOS-R-A",03.01. 10:45,1.10%,"-1,52%","9,11%",
123.,Vjeruj u ljubav,"(0) RIVP-R-A,MDKA-R-A,ATGR-R-A",14.01. 15:39,0.94%,"-4,01%","10,85%",
124.,glas,"(0) KOEI-R-A,GAMA-R-A,BETA-R-A",02.01. 18:28,0.85%,"0,27%","8,96%",
125.,Novska,"(8) OPTE-R-A,RIVP-R-A,ATGR-R-A,ATPL-R-A,INA-R-A",25.01. 12:02,0.42%,"-0,19%","11,75%",
126.,istriano,"(4) JMNC-R-A,ULPL-R-A,ADPL-R-A,LEDO-R-A,ATPL-R-A,RIVP-R-A",02.01. 14:59,0.32%,"-1,48%","8,42%",
127.,yaki,"(0) ZABA-R-A,DLKV-R-A,ADPL-R-A,DDJH-R-A",24.01. 10:52,0.31%,"-3,47%","10,74%",
128.,vlado100,"(0) ERNT-R-A,RIVP-R-A,ZABA-R-A,IGH-R-A",25.01. 10:31,0.28%,"-4,30%","11,61%","Idemo četvorka naprijed, gore."
129.,theruby7,"(0) KOEI-R-A,ERNT-R-A,KODT-R-A",24.01. 22:46,0.08%,"-3,96%","10,51%",
130.,zed,"(5) VLEN-R-B,HPB-R-A,DDJH-R-A,ADPL-R-A,LRHC-R-A,PVCM-R-A",04.01. 23:14,0.05%,"-1,87%","8,32%",
131.,Beks,"(0) ARNT-R-A,ADRS-P-A,RIVP-R-A",09.01. 00:53,0.00%,"-1,93%","9,32%",
132.,PECO11,"(5) LEDO-R-A,ZVZD-R-A,DDJH-R-A,JMNC-R-A",19.01. 09:55,-0.05%,"-0,05%","10,81%",Teški hazard
133.,andvoj,"(0) ARNT-R-A,HT-R-A,KOEI-R-A",03.01. 17:27,-0.13%,"-1,89%","7,88%",
134.,pelk,"(1) OPTE-R-A,RIVP-R-A,IPKK-R-A,DLKV-R-A",25.01. 11:46,-0.31%,"-0,74%","11,02%",
135.,geronimo7,"(0) PVCM-R-A,RIVP-R-A,ADRS-P-A,ARNT-R-A",06.01. 13:28,-0.33%,"-1,79%","8,09%",
136.,klavdij64,"(0) HT-R-A,PODR-R-A,ADPL-R-A",23.01. 13:25,-0.34%,"-4,12%","10,37%",
137.,pipod,"(0) HT-R-A,BD62-R-A,RIVP-R-A,ATPL-R-A,LKPC-R-A,DDJH-R-A",25.01. 01:32,-0.38%,"-1,30%","10,94%",
138.,max55,"(0) ADPL-R-A,OPTE-R-A,HTPK-R-A,VDKT-R-A,INGR-R-A,ATPL-R-A",24.01. 08:53,-0.44%,"-1,45%","10,00%",
139.,kresimirh,"(0) ADRS-P-A,PODR-R-A,ADPL-R-A,OPTE-R-A",07.01. 12:14,-0.97%,"-3,88%","7,45%",
140.,George,"(2) ATLN-R-A,ERNT-R-A,PODR-R-A,ADPL-R-A",04.01. 16:18,-1.04%,"-5,29%","7,23%",
141.,cako,"(2) PVCM-R-A,OPTE-R-A,DLKV-R-A,IPKK-R-A,IGH-R-A",03.01. 08:45,-1.22%,"-1,22%","6,80%",
142.,plavi01,"(2) RIVP-R-A,HT-R-A,HUPZ-R-A,ADRS-P-A",03.01. 11:07,-1.26%,"-2,28%","6,76%","vln,hpb,uljanik,jdpl-čekam likvidnost"
143.,bamboocha,"(0) PLAG-R-A,ARNT-R-A,RIVP-R-A,IGH-R-A,ERNT-R-A,ADRS-R-A",24.01. 20:03,-1.28%,"-3,31%","9,15%",
144.,nimije,"(0) ADRS-P-A,RIVP-R-A,ARNT-R-A",12.01. 16:05,-1.34%,"-3,24%","8,76%",
145.,Mister No,"(0) RIVP-R-A,HT-R-A,TPNG-R-A,ADRS-P-A",05.01. 08:11,-1.38%,"-4,28%","7,03%",
146.,FAKAT-LAKAT,"(2) DDJH-R-A,HT-R-A,RIVP-R-A,DLKV-R-A,PODR-R-A,ZABA-R-A",02.01. 11:39,-1.89%,"-4,78%","6,21%",
147.,svido,"(0) ADRS-P-A,AUHR-R-A,ADPL-R-A",13.01. 10:40,-2.01%,"-6,11%","7,90%",
148.,lepi,"(0) SNHA-R-A,BETA-R-A,GAMA-R-A",02.01. 19:12,-2.04%,"-2,04%","6,06%",
149.,KrešoM,"(0) SNHA-R-A,GAMA-R-A,BETA-R-A",02.01. 22:57,-2.04%,"-2,04%","6,06%",
150.,tripleA,"(0) DDJH-R-A,MAIS-R-A,ADPL-R-A,RIVP-R-A",25.01. 10:24,-2.05%,"-4,07%","9,28%",
151.,jereknin,"(2) ATPL-R-A,ULPL-R-A,JDPL-R-A",24.01. 14:36,-2.08%,"-2,08%","8,35%",
152.,Cookie,"(0) LRH-R-A,RIVP-R-A,LRHC-R-A,THNK-R-A",23.01. 15:31,-2.24%,"-2,75%","8,46%",
153.,autsajder,"(0) ZVZD-R-A,DLKV-R-A,ATPL-R-A,THNK-R-A",04.01. 12:54,-2.28%,"-2,28%","6,00%",
154.,kriksoman,"(3) OPTE-R-A,DLKV-R-A,INGR-R-A,JDPL-R-A,ULPL-R-A,LEDO-R-A",25.01. 12:46,-2.49%,"-2,49%","8,84%",
155.,stcsokre,"(3) PVCM-R-A,ZABA-R-A,ADPL-R-A,IGH-R-A,VLEN-R-B,RIVP-R-A",25.01. 22:19,-2.52%,"-3,78%","8,81%",
156.,Buzica,"(0) VDKT-R-A,ATPL-R-A,OPTE-R-A",25.01. 09:15,-2.71%,"-2,71%","8,62%",
157.,Vrsa,"(0) ADRS-P-A,PODR-R-A,ERNT-R-A,ZABA-R-A,RIVP-R-A",25.01. 19:16,-2.84%,"-7,59%","8,48%",
158.,tale,"(1) INGR-R-A,JDPL-R-A,ULPL-R-A",10.01. 19:22,-3.06%,"-3,06%","7,03%",ajmooo!
159.,MIHA123,"(6) ERNT-R-A,ADPL-R-A,DLKV-R-A,HT-R-A,INA-R-A",25.01. 11:22,-3.20%,"-4,52%","8,13%",
160.,Maxxy,"(0) HT-R-A,PBZ-R-A,ADRS-P-A",25.01. 11:48,-3.39%,"-6,80%","7,94%",
161.,joskona,"(0) OPTE-R-A,ADRS-P-A,BETA-R-A",02.01. 12:03,-3.55%,"-4,79%","4,55%",
162.,mkorva,"(4) ATPL-R-A,OPTE-R-A,HPB-R-A,ZABA-R-A,RIVP-R-A,VIRO-R-A",25.01. 20:12,-3.63%,"-6,78%","7,70%",KRIMEJA MK
163.,skeco23,"(2) VIRO-R-A,MDKA-R-A,ZABA-R-A,SLRS-R-A",03.01. 12:49,-3.77%,"-9,75%","4,25%",
164.,mavaka,"(0) ADRS-R-A,RIVP-R-A,BD62-R-A,IGH-R-A,ADPL-R-A,HMST-R-A",25.01. 18:37,-3.99%,"-5,80%","7,34%",
165.,cjkaucic,"(0) ADRS-P-A,RIVP-R-A,DDJH-R-A,ATPL-R-A,VDKT-R-A,ZABA-R-A",11.01. 09:39,-4.10%,"-6,54%","5,75%",
166.,tonetero,"(1) HT-R-A,PODR-R-A,MDKA-R-A,ZABA-R-A,ATGR-R-A,ADRS-P-A",02.01. 19:12,-4.15%,"-9,48%","3,96%",
167.,niksap10,"(2) ATPL-R-A,RIVP-R-A,LEDO-R-A,INGR-R-A",25.01. 20:53,-4.51%,"-5,02%","6,82%",
168.,dionicemoje,"(1) DDJH-R-A,VLEN-R-B,VIRO-R-A",02.01. 18:23,-4.60%,"-4,60%","3,51%",
169.,Hrx84,"(0) SNHA-R-A,BETA-R-A,LKPC-R-A,HT-R-A",08.01. 20:51,-4.74%,"-5,64%","3,68%",
170.,JURAX,"(0) RIVP-R-A,VIRO-R-A,MAIS-R-A",23.01. 12:50,-4.80%,"-5,48%","5,91%",
171.,tivanjko,"(1) VLEN-R-B,INGR-R-A,VIRO-R-A",02.01. 12:27,-4.80%,"-5,14%","3,30%",
172.,alfych,"(3) OPTE-R-A,ADPL-R-A,DLKV-R-A,ERNT-R-A,DDJH-R-A",25.01. 17:16,-4.81%,"-8,21%","6,51%",
173.,Petar Pan,"(0) ATPL-R-A,PVCM-R-A,JDOS-R-A,THNK-R-A",23.01. 22:58,-5.04%,"-5,04%","5,66%",
174.,CICO7,"(0) PVCM-R-A,RIVP-R-A,INGR-R-A,ADRS-R-A,ADRS-P-A",25.01. 17:27,-5.31%,"-7,01%","6,02%",
175.,Fender00,"(0) ADRS-P-A,DLKV-R-A,HPB-R-A,ATGR-R-A,PODR-R-A,HMST-R-A",18.01. 18:14,-5.39%,"-6,54%","5,07%",
176.,AIR MCS,"(0) ATPL-R-A,IGH-R-A,PBZ-R-A,VDKT-R-A,INA-R-A",25.01. 21:05,-5.43%,"-6,16%","5,90%",
177.,laky2102,"(0) ARNT-R-A,RIVP-R-A,ZABA-R-A,PODR-R-A",25.01. 14:15,-5.47%,"-8,70%","5,85%",
178.,LAGEA,"(0) PODR-R-A,KRAS-R-A,RIVP-R-A",02.01. 20:01,-5.63%,"-7,47%","2,48%",
179.,DocaAmsterdam,"(0) LKPC-R-A,KOTR-P-A,ADRS-P-A",25.01. 18:29,-5.70%,"-8,13%","5,63%",TRALALA
180.,fjurincic,"(0) ARNT-R-A,MAIS-R-A,ADRS-R-A,ADRS-P-A,RIVP-R-A,AUHR-R-A",11.01. 11:59,-5.87%,"-7,72%","3,98%",
